id,serial_number,script,date,numerical_date_start,numerical_date_end,cla_volume,cla_number,provenance,provenance_type,provenance_lat,provenance_lon,contents,support,name,url,tm_number,is_public,created_at,updated_at,deleted_at,image_name,image_copyright,image_source_url,facsimile_url,script_commentary,admin_notes,library_id,city,library,library_lat,library_lon,,
516,221,Anglo-Saxon Majuscule,VIII–IX,701,900,2,199,"Written in England, probably for a woman. Belonged in the tenth century to St Mary's Abbey or 'Nunnaminster', Winchester: on fol. 40v is an added entry in Anglo-Saxon concerning the boundaries of that nunnery. Belonged to a member of the Roscarrock family of Cornwall, whose arms are on fol. 37v. Bought by Robert Harley in 1720 from John Warburton, Somerset Herald.",,,,Libellus Precum.,Parchment,Book of Nunnaminster.,,TM 66304,1,2/18/2016 16:23:04,9/30/2016 13:06:50,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_2965,"Script is a rather compressed Anglo-Saxon majuscule verging on minuscule with **ꝺ** mostly uncial, **n** and **r** mostly minuscule; both forms of **s** are common; minuscule **a** is frequent; **g** in ligature with following **n** or **r** resembles an elongated **s**; descenders go well below the line. A more pointed and artificial hand, which added the Lorica (foll. 38 ff.), is well on the way to minuscule.",,36,London,British Library,51.507351,-0.127758,http://elmss.nuigalway.ie/api/v1/catalogue/516,http://elmss.nuigalway.ie/catalogue/516
522,227,Anglo-Saxon Majuscule,VIII–IX,701,900,2,204,"Written in England, probably in some Mercian centre. Was from an early date in the same place as the Prayer Book, London Royal MS 2. A. XX (see CLA [2.215](https://elmss.nuigalway.ie/catalogue/533)).",,,,Libellus Precum (fragm.).,Parchment,,,TM 66310,1,2/18/2016 16:23:04,11/6/2016 13:20:50,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_7653,"Script is a round, but somewhat compressed Anglo-Saxon majuscule verging on minuscule with the letters leaning generally to the left: **d** and **n** are regularly minuscule, and **r** mostly so; **S** is regularly majuscule; the two branches of **Y** curve markedly to the right and the stem to the left. The beginnings of many hymns and prayers are marked by a rune-like sign resembling a dotted **Y**, which seems identical with that entered in the margins of London Royal MS 2. A. XX (CLA [2.215](https://elmss.nuigalway.ie/catalogue/533)). An Anglo-Saxon gloss saec. X is seen on fol. 1.",,36,London,British Library,51.507351,-0.127758,http://elmss.nuigalway.ie/api/v1/catalogue/522,http://elmss.nuigalway.ie/catalogue/522
531,236,Anglo-Saxon Majuscule,VIII,701,800,2,213,"Written in England, probably in Northumbria. The text is akin to that of the Lindisfarne Gospels (CLA [2.187](https://elmss.nuigalway.ie/catalogue/502)), and the list of Neapolitan feasts found in that MS is also in this: other English MSS betraying South Italian connexion are the Echternach Gospels and St Willibrord's Calendar in Paris (B.N. Lat. 9389 and 10837), and the Burchard Gospels at Würzburg (Mp. Theol. Fol. 68.). On fol. 15v is a vernacular manumission by King Aethelstan ca 925.",,,,Testamentum Novum. Evangelia.,Parchment,Royal Athelstan Gospels.,,TM 66311,1,2/18/2016 16:23:04,10/31/2016 12:25:27,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_B_VII,"Script is a rather cramped Anglo-Saxon majuscule, with **D** **d**, **N** **n**, **R** **r**, **S** **ꞅ**, **d** and **n** being mostly minuscule, **R** and **S** mostly majuscule; the top of **a** is somewhat flat; the bow of **S** is almost on the line; **Z** resembles recumbent **y**. Greek letters occur as capitals and in the ornamental line after an initial. Some marginalia in fine minuscule. Neumes occur on fol. 77. In the lection-marks added in the Passion, **+** denotes Christ, **s** other persons, **c** the narrator.","☛McGurk Gospel books no. 28. ☛Gamber, CLLA 406.",36,London,British Library,51.507351,-0.127758,http://elmss.nuigalway.ie/api/v1/catalogue/531,http://elmss.nuigalway.ie/catalogue/531
532,237,Anglo-Saxon Majuscule,VIII ex,776,800,2,214,"Written in South England in a Mercian or Kentish centre, in the school which produced the Worcester and Oxford MSS mentioned above. Was at St Augustine's Canterbury, certainly by the fourteenth century: on fol. II is the Canterbury shelf-mark. Later belonged to John, Lord Lumley (†1609), whose name is on fol. 1v. The tradition that this MS was one of those sent by Pope Gregory to Augustine, a tradition accepted by Thomas of Elmham, is refuted by the date of the script.",,,,Testamentum Novum. Evangelia.,Parchment,Canterbury Gospels.,,TM 66312,1,2/18/2016 16:23:04,10/31/2016 12:26:01,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_E_VI,"Script is a somewhat self-conscious Anglo-Saxon majuscule by at least two hands: striking features are the curious bend in the shafts of **b** and **l**, the form of **a** resembling **o** joined to an elongated **c** (a form often found in Mercian or Canterbury charters), and the use of uncial **A**, **B** (especially frequent at line-ends), and even **L** and uncial **M**, which are rarely used in Anglo-Saxon majuscule; of the letters **d**, **n**, **r**, **s**, uncial **ꝺ** is the exception and **d** the rule; **n** and **r** are more often minuscule, **S** more often majuscule; the first upright of **N** regularly descends below the line; **I**-longa occurs here and there; v-shaped **u** is found at or near line-ends, also capital **D**. The MS has several points in common with the Gospel leaves Worcester Add. MS 1 and the Oxford Gospel fragment Bodl. Lat. Bibl. d. 1 (P) (CLA [2.262](https://elmss.nuigalway.ie/catalogue/581), [2.245](https://elmss.nuigalway.ie/catalogue/564)). The leaf in Canterbury contains Jn 11.38–12.34 and follows immediately the actual last leaf (fol. 77) of the London MS.",☛CLA first-edition script commentary changed to follow second edition (adding information about Canterbury leaf).,331,Canterbury,Cathedral Library,51.2802,1.0789,http://elmss.nuigalway.ie/api/v1/catalogue/532,http://elmss.nuigalway.ie/catalogue/532
533,238,Anglo-Saxon Majuscule and Anglo-Saxon Minuscule,VIII²,751,800,2,215,"Written in England, probably in some Mercian centre, to judge by certain peculiarities of script and by the evidence of the glosses. Comes from the same library as Harley 7653 (CLA [2.204](https://elmss.nuigalway.ie/catalogue/522)). Belonged in the seventeenth century to John Theyer (1597–1673), Cowper's Hill, Gloucester.",,,,Libellus Precum.,Parchment,,,TM 66313,1,2/18/2016 16:23:04,11/6/2016 13:15:04,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_2_A_XX,"Script is of several types: foll. 1–12 are in a roundish Anglo-Saxon majuscule (recalling the Lindisfarne Gospels) with **d** and **r** mostly minuscule, **N** and **S** mostly majuscule; the rest of the MS is in a stately Anglo-Saxon minuscule with many majuscule elements: both forms of **s** are common, the minuscule form going well below the line; **m** often ends in an elongated curve or flourish; **g** in ligature with **n** or **r** resembles an elongated **s**; the **et** ligature with the shaft of **t** going straight below the line (a feature observable in Mercian charters) occurs on fol. 50v; the **st** ligature is used on foll. 50, 50v. Headings are in red minuscule. Numerous tenth-century glosses both in Latin and in Anglo-Saxon; the latter are regarded as Mercian. On fol. 52 benedictions and charms saec. XII. A rune-like sign, added in the margin, marks the beginnings of prayers; the same sign in the same ink is found in Harley 7653 (CLA [2.204](https://elmss.nuigalway.ie/catalogue/522)).","☛Gamber, CLLA 170.
",36,London,British Library,51.507351,-0.127758,http://elmss.nuigalway.ie/api/v1/catalogue/533,http://elmss.nuigalway.ie/catalogue/533
534,239,Anglo-Saxon Minuscule,VIII–IX,701,900,2,216,"Written doubtless in South England, to judge by the script, and presumably at Winchester. The MS of Ps- Hieronymus in Psalmos in Anglo-Saxon minuscule saec. X ex., in which the bifolium serves as fly-leaves, is palaeographically related to Royal 2. B. v, which is connected with Winchester. The whole MS belonged to John Theyer (see CLA [2.215](https://elmss.nuigalway.ie/catalogue/533)).",,,,"Felix, Vita S Guthlaci (fragm.).",Parchment,,,TM 66314,1,2/18/2016 16:23:04,10/15/2016 12:33:16,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_4_A_XIV,"Script is an expert, rather fluent Anglo-Saxon minuscule; occasionally **g** has the form of an elongated, flat-topped **3**; the cross-stroke of **t** often extends over the neighbouring letters; **y** has both branches curving to the right; **I**-longa is frequent; descenders mostly go well below the line; there are numerous ligatures (showing a certain influence of Irish cursive writing): **ca**, **co**, **ma**, **na**, **nt**, **ua**, etc. The last three letters in 'finit' on fol. 107v are written in a curious monogram.",,36,London,British Library,51.507351,-0.127758,http://elmss.nuigalway.ie/api/v1/catalogue/534,http://elmss.nuigalway.ie/catalogue/534
535,240,Anglo-Saxon Majuscule,VII–VIII,601,800,2,217,"Written in England, probably in a Northumbrian centre. Script, punctuation, and size suggest that these leaves come from a manuscript similar to Cambridge Corpus Christi College 197 (CLA [2.125](https://elmss.nuigalway.ie/catalogue/438)), or else are part of that very manuscript. The leaves (and the whole MS) belonged to Cardinal Wolsey (†1530), whose autograph is seen on fol. 2. Written in England, probably in a Northumbrian centre.",,,,"Testamentum Novum. Evangelia (Eusebius, Canones, fragm.).",Parchment,,,TM 66315,1,2/18/2016 16:23:04,10/31/2016 12:27:14,,,,,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_7_C_XII,Script is a bold and expert Anglo-Saxon majuscule: **e** has a theta-like form; the Greek letter **Π** is used in the colophon.,"☛CLA first-edition date (VIII) changed to follow second edition. ☛McGurk, Gospel books no. 29.",36,London,British Library,51.507351,-0.127758,http://elmss.nuigalway.ie/api/v1/catalogue/535,http://elmss.nuigalway.ie/catalogue/535
538,243,Anglo-Saxon Minuscule,VIII–IX,701,900,2,220,Written presumably in England.,,,,"Beda, Expositio in Lucae Evangelium (6.43–46).",Parchment,,,TM 66318,1,2/18/2016 16:23:04,11/6/2016 13:11:50,,,,,,"Script is an expert Anglo-Saxon minuscule in which **R** is more frequent than **r** and uncial **ꝺ** is the rule; **g** is flat-topped and elongated and has a somewhat bulging middle; **f**, **r**, and **ꞅ** extend below the line quite as much as **p** and **q**. In the lemmata majuscule **A** and **S** are the rule, and both forms of **d** occur.","☛CLA first-edition date (VIII ex) changed to follow second edition. ☛Formerly London, Private Collection Wilfred Merton MS 42. ☛Bischoff, Katalog 1 p. 312 no. 1499.",244,"New Haven, Conn.","Yale University, Beinecke Library",41.308274,-72.927884,http://elmss.nuigalway.ie/api/v1/catalogue/538,http://elmss.nuigalway.ie/catalogue/538
547,252,Anglo-Saxon Majuscule and Minuscule,VIII²,751,800,2,229,"Written in England. Bodleian leaf belonged to Thomas Allen of Gloucester Hall, Oxford, who presented many manuscripts to the Bodleian Library in 1601. The whole MS is a miscellany of very mixed contents, the main part forming what is now the Bodleian Carol Book.",,,,"Gregorius Magnus, Regula Pastoralis (fragm.).",Parchment,,,TM 66292,1,2/18/2016 16:23:04,9/10/2016 21:10:10,,,,,,Script is a somewhat awkward Anglo-Saxon majuscule of a late type with a distinct Celtic flavour. The last lines on a page are in large minuscule.,,124,Oxford,Bodleian Library,51.752021,-1.257726,http://elmss.nuigalway.ie/api/v1/catalogue/547,http://elmss.nuigalway.ie/catalogue/547
553,258,Anglo-Saxon Minuscule,VIII–IX,701,900,2,234,"Written in England, probably in some Wessex centre, to judge by resemblance to the British Museum Cotton Charter VIII. 36. Was certainly at Canterbury in the fourteenth century: on the front fly-leaf (fol. IVv) 'Di. III. G IIII. Liber sancti Augustini Canterburiensis' (saec. XIV). Presented to the Bodleian by Sir Walter Cope in 1602.",,,,"Philippus, Expositio in Iob (1–2).",Parchment,,,TM 66326,1,2/18/2016 16:23:04,11/6/2016 12:59:18,,,,,,"Script is a bold, expert Anglo-Saxon minuscule with several cursive elements; noteworthy features are the elongated top strokes of **g** and **ꞇ**; the bow of **p** and the final stroke of **m** at word-ends have a tiny extra stroke; suprascript sickle-shaped **u** occurs; the **ri** ligature has a short tail. The first page and some initial lines are in slender Anglo-Saxon majuscule.",,124,Oxford,Bodleian Library,51.752021,-1.257726,http://elmss.nuigalway.ie/api/v1/catalogue/553,http://elmss.nuigalway.ie/catalogue/553
554,259,Anglo-Saxon Minuscule,VIII–IX,701,900,2,235,"Written in England, most likely in Northumbria, in a centre like Jarrow or Wearmouth. Presented to the Bodleian by Sir Walter Cope in 1602. A direct copy was made of this MS in Durham in the twelfth century and is now Harley 4688 in London.",,,,"Beda, In Proverbia Salomonis.",Parchment,,,TM 66327,1,2/18/2016 16:23:04,11/6/2016 12:58:27,,,,,,"Script is a rather pointed Anglo-Saxon minuscule: **c** is regularly tall, the bow of **p** has a distinct tag so that it resembles uncial **R**. The uncial has strong resemblance to the 'Capitula' type used in the Northumbrian bibles of the time of Ceolfrid (see CLA [2.260](http://elmss.nuigalway.ie/catalogue/579)). Interlinear glosses in Anglo-Saxon minuscule saec. IX–X.","☛CLA first-edition provenance changed to follow second edition (adding Harley copy). ☛Gneuss no. 819. ☛M. Parkes, The scriptorium of Wearmouth-Jarrow pp. 12–3. ☛Brown, In the Beginning No. 56.",124,Oxford,Bodleian Library,51.752021,-1.257726,http://elmss.nuigalway.ie/api/v1/catalogue/554,http://elmss.nuigalway.ie/catalogue/554
560,265,Anglo-Saxon Minuscule,VIII–IX,701,900,2,241,"Written in England, probably in the same Mercian centre that produced the biblical MS Salisbury Cathedral Library 117 (see CLA [2.259](http://elmss.nuigalway.ie/catalogue/578)), to judge by graphic features which the two have in common. The MS probably belonged to Worcester: on fol. 41v is a twelfth-century copy of a letter written from the monastery of St Mary's, Worcester, to Reinaldus, abbot of Evesham.",,,,De Officio Missae.,Parchment,,,TM 66333,1,2/18/2016 16:23:04,11/6/2016 12:54:55,,,,,,"Script is an expert, rapid Anglo-Saxon minuscule with some cursive features; **l** very often descends below the line, also **i**-longa; descenders go well below the line; ligatures are freely used, even **st**.",,124,Oxford,Bodleian Library,51.752021,-1.257726,http://elmss.nuigalway.ie/api/v1/catalogue/560,http://elmss.nuigalway.ie/catalogue/560
563,268,Anglo-Saxon Majuscule,VIII ex,776,800,2,244,"Written in England, probably at Canterbury. Used in the binding of the eleventh-century MS of Johannes Diaconus, Vita S Gregorii, now MS Bodley 381 [2202], which came from St Augustine's, Canterbury, as the familiar fourteenth-century ex-libris on the verso of this leaf shows. Presented to the Bodleian by Thomas Alien of Gloucester Hall, Oxford, in 1601.",,,,"Testamentum Novum. Evangelia, Act 18.27–21.12.",Parchment,Canterbury Gospels.,,TM 66312,1,2/18/2016 16:23:04,11/1/2016 8:36:37,,,,,,Script is an artificial type of Anglo-Saxon majuscule; the tops of upright strokes are often split and there is a general distortion of simple strokes. **R** and **S** are mostly majuscule.,,331,Canterbury,Cathedral Library,51.2802,1.0789,http://elmss.nuigalway.ie/api/v1/catalogue/563,http://elmss.nuigalway.ie/catalogue/563
564,269,Anglo-Saxon Majuscule,VIII²,751,800,2,245,"Written in England, doubtless in the scriptorium which produced Worcester Add. MS 1, which may, in fact, be a part of the same MS (see CLA [2.262](http://elmss.nuigalway.ie/catalogue/581)). Given to the Bodleian in May 1891 by the Vicar and Churchwardens of Dymock, Gloucester, where it formed part of the binding of a parish register.",,,,Testamentum Novum. Evangelia (Io 16.26–17.13).,Parchment,,,TM 66336,1,2/18/2016 16:23:04,11/6/2016 12:51:33,,,,,,"Script is a careful Anglo-Saxon majuscule with a decided uncial flavour, recalling the Canterbury Gospels, London Royal MS I. E. vi (CLA [2.214](http://elmss.nuigalway.ie/catalogue/532)): uncial **A** found even in mid-word; the uncial form of **R** occurs regularly, of **S** usually; uncial **B** and capital **D** occur here and there; **d** and **n** are usually half-uncial.","☛McGurk, Gospel books no. 34.",124,Oxford,Bodleian Library,51.752021,-1.257726,http://elmss.nuigalway.ie/api/v1/catalogue/564,http://elmss.nuigalway.ie/catalogue/564
577,282,Anglo-Saxon Majuscule,VIII¹,701,750,2,258,"Written in England, probably in Northumbria. Used as fly-leaves to a manuscript of Seneca, Tragoediae X in fourteenth-century Italian Gothic.",,,,Testamentum Novum. Evangelia (Lc 8.13–50).,Parchment,,,TM 66344,1,2/18/2016 16:23:05,11/6/2016 12:42:21,,,,,,"Script is a well-formed, bold Anglo-Saxon majuscule. Uncial **Ꝺ**, **N**, **R**, **S** occur: **R** invariably uncial, **Ꝺ** now uncial, now minuscule, **N**, **S** only occasionally minuscule; uncial **A** also occurs, but only at line-ends.","☛CLA first-edition date (VIII) changed to follow second edition. ☛Formerly Oxford, Lincoln College 92 (foll. 165–166). ☛McGurk, Gospel books no. 36.",124,Oxford,Bodleian Library,51.752021,-1.257726,http://elmss.nuigalway.ie/api/v1/catalogue/577,http://elmss.nuigalway.ie/catalogue/577
578,283,Anglo-Saxon Minuscule,VIII–IX,701,900,2,259,"Written in a Mercian or South English centre. All the leaves doubtless came from Salisbury, where they were used as fly-leaves: the top of the recto of one of the Cheltenham leaves has the a thirteenth- or fourteenth-century ex libris. The Oxford leaf formerly formed fol. 105 of MS Bodl. 516, which also came from Salisbury.",,,,"Testamentum Vetus (Nm, Dt, fragm.).",Parchment,,,TM 66345,1,2/18/2016 16:23:05,11/6/2016 12:41:35,,,,"Salisbury, Cathedral Library 117 (fol. 163-164)",,Script is a pointed Anglo-Saxon minuscule by at least two scribes: descenders strike boldly below the line; **l** regularly descends below the line even in mid-word; cross-stroke of **t** often extends unattached from the right of the stem; small horizontal strokes slope upwards to the right. The MS has several features in common with Oxford Bodl. Hatton 93 (CLA [2.241](http://elmss.nuigalway.ie/catalogue/560)).,"☛Formerly Cheltenham, Private collection Phillipps 36183. ☛Formerly Geneva, Fondation Bodmer without number.
",332,Salisbury,Cathedral Library,51.0688,-1.7945,http://elmss.nuigalway.ie/api/v1/catalogue/578,http://elmss.nuigalway.ie/catalogue/578
581,286,Anglo-Saxon Majuscule,VIII²,751,800,2,262,"Written in England, in the same scriptorium as Oxford, Bodl. Lat. Bibl. d. i (P), CLA [2.245](http://elmss.nuigalway.ie/catalogue/564), and may be part of the same MS. Formerly in the bindings of the Worcester MSS F. 93, a set of sermons saec. XII in., and Register 1, now A. 4 in the Library.",,,,"Testamentum Novum. Evangelia (Mt 28.5–fin., Mc Capitula, 10.26–42). ",Parchment,,,TM 66348,1,2/18/2016 16:23:05,10/31/2016 12:31:18,,,,,,"Script of the text is an expert, but somewhat artificial, majuscule with more than the usual number of uncial elements, recalling in this respect the Canterbury Gospels (CLA [2.214](http://elmss.nuigalway.ie/catalogue/532)): Uncial **A**, **B**, **Ꝺ** occur only here and there; **N**, **R**, **S** are the rule. Occasionally capital **D** is employed. The cross-bar of **N** is almost on the base-line and the two verticals have a tendency to lean towards each other. The ligature **Æ** is made up of the uncial **A** and the capital form of **E**. The minuscule used in the Capitula is somewhat angular: it has two forms of **a** and **s**; the shoulder of **r** descends to the line so that **r** and **n** could be confused in some cases. There are some corrections in stiff capitals.",,326,Worcester,Cathedral Library,52.1936,-2.2216,http://elmss.nuigalway.ie/api/v1/catalogue/581,http://elmss.nuigalway.ie/catalogue/581
583,288,Anglo-Saxon Majuscule,VIII,701,800,2,264,"Written in England. Comes from the binding of Worcester MS F. 163, a finely illuminated thirteenth-century Psalter.",,,,"Gregorius Magnus, Regula Pastoralis (fragm.).",Parchment,,,TM 66350,1,2/18/2016 16:23:05,10/13/2016 10:11:09,,,,,,"Script is a well-developed Anglo-Saxon majuscule, without strict alignment of letters. The scribe uses two forms of **D**, **N**, **R**, **S**, preferring the uncial form of **Ꝺ**, **R**, **S**, and the minuscule form of **n**. Corrections in Anglo-Saxon minuscule saec. VIII.",,326,Worcester,Cathedral Library,52.1936,-2.2216,http://elmss.nuigalway.ie/api/v1/catalogue/583,http://elmss.nuigalway.ie/catalogue/583
628,321,Anglo-Saxon Minuscule,VIII²,751,800,3,297a,"Written presumably at Tours, doubtless in the same scriptorium and at the same time as the part in early Caroline minuscule described in the next item, local and Anglo-Saxon scribes collaborating, as in the British Museum Egerton MS of Jerome ([2.196a](http://elmss.nuigalway.ie/catalogue/512)–[b](http://elmss.nuigalway.ie/catalogue/513)): the presence of some lines in the genuine Tours script (see [next item](http://elmss.nuigalway.ie/catalogue/629)) and the textual affinity with Vatic. Regin. Lat. 1484, a pure Tours product, support this view. Brought to Italy in 1436 by J. Jouffroy (1412–1473). In the upper margin of fol. 1 over an erasure stands the owner's mark 'Antonii Petrei Florent. Liber No. 70'. A similar entry on foll. 136 and 152v. At the foot of the last page is another erasure, probably also of an early ex-libris.",,,,"Donatus, Interpretationes Vergilianae Aeneidos.",Parchment,,,TM 66396,1,2/18/2016 16:23:05,10/3/2016 12:46:43,,,,,,Script is a calligraphic Anglo-Saxon minuscule by an expert hand.,,134,Florence,Biblioteca Medicea Laurenziana,43.771033,11.248001,http://elmss.nuigalway.ie/api/v1/catalogue/628,http://elmss.nuigalway.ie/catalogue/628
872,722,Anglo-Saxon Minuscule,VIII–IX,701,900,5,**4,"Written presumably in a Continental centre with Anglo-Saxon connections. The Paris leaves once formed part of MS Lat. 13351, a MS from Corbie (St. Germain 1275): they were bound in a miscellaneous volume at the Bibliothèque Nationale during the first half of the nineteenth century. The Vatican leaves also came from Corbie.",,,,"Theodorus Mopsuestenus, In Epistulas Pauli.",Parchment,,,TM 66098,1,2/18/2016 16:23:08,11/17/2016 9:02:49,,,,,http://gallica.bnf.fr/ark:/12148/btv1b9065998b,"Script is a small, rapid, Continental Anglo-Saxon minuscule written with a fine pen: **ꝺ** is uncial, with the top curving strangely to the right; **r** resembles minuscule **n**; subscript **i** occurs here and there with **h**, **m**, and **n**.",,12,Paris,Bibliothèque Nationale de France,48.856614,2.352222,http://elmss.nuigalway.ie/api/v1/catalogue/872,http://elmss.nuigalway.ie/catalogue/872
919,609,Anglo-Saxon Minuscule,VIII–IX,701,900,5,559,"Origin probably Northumbria. Bound with a volume which came from the Abbey of Moissac; the following entry in an eleventh century hand occurs on fol. 160v, originally blank: 'Hi sunt libri conditi in teca librorum cenobii Moysiacensis . . .' Belonged to J. A de Thou, whose name is seen on foll. 112, 142. There is little reason to suppose that our part came from Moissac. Was No. 687 in the Colbert collection and No. 3788.3 in the Royal collection (see fol. 1).",,,,"Isidorus, Etymologiae (13.5–14.5).",Parchment,,,TM 66689,1,2/18/2016 16:23:08,9/11/2016 22:21:06,,,,,http://gallica.bnf.fr/ark:/12148/btv1b8552412w,"Script is an expert Anglo-Saxon minuscule, the letters having a compressed appearance: a is rather broad and ꝺ is regularly uncial; initial uncial A at the beginning of sections has a thorn-shaped bow which plunges boldly below the line—a Northumbrian characteristic; e is often theta-shaped; s-like Ᵹ passim; q is usually open at the top and has an angular bow. Descenders are pointed and go well below the line; some are sinuous (cf. CLA [2.152](https://elmss.nuigalway.ie/catalogue/467)).",,12,Paris,Bibliothèque Nationale de France,48.856614,2.352222,http://elmss.nuigalway.ie/api/v1/catalogue/919,http://elmss.nuigalway.ie/catalogue/919
941,630,Anglo-Saxon Majuscule,VIII in,701,725,5,577,"Written doubtless in the same centre as the Calendar of St Willibrord (CLA [5.606a](http://elmss.nuigalway.ie/catalogue/975)) and the [Maihingen Gospels](http://elmss.nuigalway.ie/catalogue/1694), presumably at Echternach. The Vergilius who wrote part of the manuscript is probably identical with the Vergilius who wrote a charter for Willibrord dated 709. The manuscript remained at Echternach till its abstraction by Maugérard together with other Echternach manuscripts. First catalogued in the Bibliothèque Nationale as Suppl. Lat. 1423 (see fol. 1).",,,,Testamentum Vetus. Prophetae (Ier–Mal).,Parchment,,,TM 66708,1,2/18/2016 16:23:08,11/12/2016 17:43:11,,,,,http://gallica.bnf.fr/ark:/12148/btv1b90767290,"Script, by different but rather similar hands, is an Anglo-Saxon majuscule: a usually has the broad form like contiguous oc; a curious capital A with the left descender prolonged in a curve to the left occurs chiefly at the beginning of words; ꝺ and s mostly majuscule, r consistently half-uncial, n has both forms; y is either like a reversed c with a hook to the right or has both branches leaning to the right, resembling the half-uncial f; g in ligature here and there resembles an elongated s; z goes boldly below the line. Various ligatures also occur in the few minuscule portions (fol. 91v). Corrections and additions in almost contemporary Anglo-Saxon and in early Caroline minuscule. At the end of Jeremiah, the scribe Vergilius ('falso qui fungor Vergili nomine') addresses the reader in verse (fol. 45v). Probationes pennae in Anglo-Saxon and Caroline minuscule saec. IX and X are found on the last page, originally left blank.",,12,Paris,Bibliothèque Nationale de France,48.856614,2.352222,http://elmss.nuigalway.ie/api/v1/catalogue/941,http://elmss.nuigalway.ie/catalogue/941
949,637,Anglo-Saxon Minuscule,IX¹,801,850,5,584,"Written either in England or in an Anglo-Saxon centre on the Continent, presumably in the same scriptorium which produced Lat. 9538 (CLA [5.588](https://elmss.nuigalway.ie/catalogue/953)). Provenance Echternach: the title, in the familiar fifteenth-century Echternach librarian's hand, and the old press-mark 'B' (over an erasure) are on fol. 1. First catalogued in the Bibliothèque Nationale as Suppl. Lat. 987 B.",,,,"Hieronymus, Explanationes in Isaiam.",Parchment,,,TM 66715,1,2/18/2016 16:23:08,11/7/2016 15:59:05,,,,,,"Script is an expert Anglo-Saxon minuscule by two hands; the first is very similar to the script of MS Lat. 9538 (CLA [5.588](https://elmss.nuigalway.ie/catalogue/953)); the second begins near the bottom of fol. 47v: **a** is mostly open, capital **A** with angular cross-bar and elongated left shaft is found occasionally at beginning of a word; the first hand uses **ꝺ**, the second both **ꝺ** and **d**; **g** is s-shaped; **N** occasionally uncial; the top stroke of **t** extends well to the right; the **bi** ligature is formed by prolonging the bow of **b** below the line; tall **e** and **e** with the lower bow reversed are often found in ligature; the **mi** ligature and **nt** with the subscript **t** also occur. Some pages show a preponderance of majuscule elements (foll. 3, 11).","☛CLA date (saec. VIII) changed to follow Bischoff, Südostdeutschen Schreibschulen 2, pp. 187–8 and pl. 3a.",12,Paris,Bibliothèque Nationale de France,48.856614,2.352222,http://elmss.nuigalway.ie/api/v1/catalogue/949,http://elmss.nuigalway.ie/catalogue/949
950,638,Mixed Anglo-Saxon Majuscule and Minuscule,VIII,701,800,5,585,"Written presumably in England, or possibly at Echternach, where the fragments were later used for binding purposes. The manuscripts entered the Bibliothèque Nationale during the Revolution and were first catalogued as Suppl. Lat. 987 a (Lat. 9528) and 1894 (Lat. 10399).",,,,"Dionysius Exiguus, Tabula Paschalis; Anatolius, Canon Paschalis; Augustinus, De Genesi ad Literam (2.14); Gaudentius, Tractatus 1 in Exodum.",Parchment,,,TM 66716,1,2/18/2016 16:23:08,8/25/2016 11:28:50,,,,,http://gallica.bnf.fr/ark:/12148/btv1b9072585p,"Script is an Anglo-Saxon majuscule verging on minuscule, with ꝺ, n, ꞅ used regularly; a has both the minuscule and half-uncial form; the bow of q is disproportionately large and the descender hardly goes below the line; R occasionally is majuscule. The script changes into a crowded minuscule towards the end of fol. 35v, col. 1.","☛On the Irish glosses, see M. C. Ferrari et al., Die Abtei Echternach 698-1998, Luxembourg 1999, p. 90–92.",12,Paris,Bibliothèque Nationale de France,48.856614,2.352222,http://elmss.nuigalway.ie/api/v1/catalogue/950,http://elmss.nuigalway.ie/catalogue/950
951,639,Anglo-Saxon Majuscule,VIII¹,701,750,5,586,"Written in England or in an Anglo-Saxon centre on the Continent, possibly in Echternach. The title in the familiar fifteenth-century Echternach librarian's hand and the old press-mark 'B 4' are found on fol. 2 (see fol. 2). First catalogued in the Bibliothèque Nationale as Suppl. Lat. 1546.",,,,"Testamentum Novum. Epistulae Pauli (Heb 7.9–8. 6, 13.18–24).",Parchment,,,TM 66717,1,2/18/2016 16:23:08,11/12/2016 17:41:03,,,,,,"Script is an Insular majuscule, presumably Anglo-Saxon.",,12,Paris,Bibliothèque Nationale de France,48.856614,2.352222,http://elmss.nuigalway.ie/api/v1/catalogue/951,http://elmss.nuigalway.ie/catalogue/951
